id,50,10,5,2,1,sentence
G10_Classics_09_jingshiyizhuan_seg_nopunc_stoplisted_tian_ubc_emotion_stopwords_delimiters_10_,2,2,1,0,0,1
G10_Classics_09_jingshiyizhuan_seg_nopunc_stoplisted_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_09_jingshiyizhuan_seg_nopunc_stoplisted_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_09_jingshiyizhuan_seg_nopunc_stoplisted_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_09_jingshiyizhuan_seg_nopunc_reduced_gods_reduced_punishment_stopwords_delimiters_10_,1,1,1,1,0,1
G10_Classics_09_jingshiyizhuan_seg_nopunc_reduced_gods_ubc_cognition_stopwords_delimiters_10_,11,11,7,4,1,7
G10_Classics_09_jingshiyizhuan_seg_nopunc_reduced_deity_ubc_emotion_stopwords_delimiters_10_,3,3,2,1,0,3
G10_Classics_09_jingshiyizhuan_seg_nopunc_reduced_deity_ubc_morality_stopwords_delimiters_10_,2,2,2,0,0,2
G10_Classics_09_jingshiyizhuan_seg_nopunc_reduced_deity_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_09_jingshiyizhuan_seg_nopunc_stoplisted_tian_ubc_cognition_stopwords_delimiters_10_,3,3,3,1,0,2
G10_Classics_09_jingshiyizhuan_seg_nopunc_stoplisted_tian_reduced_punishment_stopwords_delimiters_10_,1,1,1,1,0,1
G10_Classics_09_jingshiyizhuan_seg_nopunc_stoplisted_tian_ubc_religion_stopwords_delimiters_10_,11,11,7,2,1,5
G10_Classics_09_jingshiyizhuan_seg_nopunc_reduced_deity_ubc_cognition_stopwords_delimiters_10_,2,2,2,2,1,2
G10_Classics_09_jingshiyizhuan_seg_nopunc_stoplisted_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_09_jingshiyizhuan_seg_nopunc_stoplisted_tian_ubc_morality_stopwords_delimiters_10_,14,14,6,3,1,10
G10_Classics_09_jingshiyizhuan_seg_nopunc_reduced_gods_ubc_morality_stopwords_delimiters_10_,17,17,7,4,2,12
G10_Classics_09_jingshiyizhuan_seg_nopunc_stoplisted_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_10_shishuo_seg_nopunc_reduced_deity_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_10_shishuo_seg_nopunc_reduced_gods_ubc_religion_stopwords_delimiters_10_,23,23,10,4,0,21
G10_Classics_10_shishuo_seg_nopunc_reduced_gods_reduced_reward_stopwords_delimiters_10_,2,2,2,2,0,2
G10_Classics_10_shishuo_seg_nopunc_reduced_deity_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
